date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:41:19	184912/184912	---M--	200	added ('OK')	font/woff2	etag:%22cccb897485813c7c256901dbca54ecf2%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bold.woff2?cccb897485813c7c256901dbca54ecf2	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bold9f03.woff2	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:19	309728/309728	---M--	200	added ('OK')	font/woff	etag:%22d878b6c29b10beca227e9eef4246111b%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bold.woff?d878b6c29b10beca227e9eef4246111b	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bolda132.woff	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:20	193308/193308	---M--	200	added ('OK')	font/woff2	etag:%220b6bb6725576b072c5d0b02ecdd1900d%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bold-italic.woff2?0b6bb6725576b072c5d0b02ecdd1900d	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bold-italic01fb.woff2	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:20	323344/323344	---M--	200	added ('OK')	font/woff	etag:%229c7e4e9eb485b4a121c760e61bc3707c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bold-italic.woff?9c7e4e9eb485b4a121c760e61bc3707c	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-bold-italic08c2.woff	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:20	195704/195704	---M--	200	added ('OK')	font/woff2	etag:%224eb103b4d12be57cb1d040ed5e162e9d%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal-italic.woff2?4eb103b4d12be57cb1d040ed5e162e9d	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal-italicd12e.woff2	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:20	328412/328412	---M--	200	added ('OK')	font/woff	etag:%22f28f2d6482446544ef1ea1ccc6dd5892%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal-italic.woff?f28f2d6482446544ef1ea1ccc6dd5892	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/lato-normal-italic9875.woff	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:20	66444/66444	---M--	200	added ('OK')	font/woff2	etag:%227abf5b8d04d26a2cafea937019bca958%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Regular.woff2?7abf5b8d04d26a2cafea937019bca958	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Regular2a4d.woff2	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:21	86288/86288	---M--	200	added ('OK')	font/woff	etag:%22c1be9284088d487c5e3ff0a10a92e58c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Regular.woff?c1be9284088d487c5e3ff0a10a92e58c	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Regular4c99.woff	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:21	67312/67312	---M--	200	added ('OK')	font/woff2	etag:%229984f4a9bda09be08e83f2506954adbe%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Bold.woff2?9984f4a9bda09be08e83f2506954adbe	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Bold1abf.woff2	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:21	87624/87624	---M--	200	added ('OK')	font/woff	etag:%22bed5564a116b05148e3b3bea6fb1162a%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Bold.woff?bed5564a116b05148e3b3bea6fb1162a	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/fonts/Roboto-Slab-Boldff6a.woff	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/css/theme.css?v=19f00094)
15:41:22	16797/16797	---MCZ	200	added ('OK')	text/html	etag:W/%22164a95b7a12bb430410087822317cad1%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/index.html	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/index-2.html	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/genindex.html)
15:41:22	19066/19066	---MCZ	200	added ('OK')	text/javascript	etag:W/%22625471acd4e4a78d07daa1b95ff0d343%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/searchtools.js	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/searchtools.js	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/search.html)
15:41:22	4758/4758	---MCZ	200	added ('OK')	text/javascript	etag:W/%22032c8feade8d3b8828c261f260abdd93%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_static/language_data.js	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_static/language_data.js	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/search.html)
15:41:22	42539/42539	---MCZ	200	added ('OK')	text/javascript	etag:W/%220dcf0c152964f30c70c8d3d708225b45%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/searchindex.js	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/searchindex.js	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/search.html)
15:41:23	864739/864739	---M--	200	added ('OK')	image/jpeg	etag:%22c37562185cf1b321d2867441cd77d2df%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/List.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/List.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/Introduction.html)
15:41:23	115327/115327	---M--	200	added ('OK')	image/png	etag:%220a7f9ee9732c58f1d35266edfdfd4bb9%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/1_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/1_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/1.rgb_led.html)
15:41:23	3150458/3150458	---M--	200	added ('OK')	image/jpeg	etag:%227072c25c2a5ed06a7c39cdac336374fc%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/List2.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/List2.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/component_list.html)
15:41:24	116441/116441	---M--	200	added ('OK')	image/png	etag:%22bab4aa446c0ea1467fae604318a257f1%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/2_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/2_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/2.smd_rgb.html)
15:41:24	115803/115803	---M--	200	added ('OK')	image/png	etag:%2293e69ef47d2a1fee6ed4002693e9e07f%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/3_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/3_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/3.7_color_flash.html)
15:41:24	3469115/3469115	---M--	200	added ('OK')	image/jpeg	etag:%226f029445cf33db5ce85c0ed9552ee1d3%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/1.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/1.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/1.rgb_led.html)
15:41:25	3817425/3817425	---M--	200	added ('OK')	image/jpeg	etag:%2221b54fe93bf3e8f1b1d2258189087b3f%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/2.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/2.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/2.smd_rgb.html)
15:41:25	116545/116545	---M--	200	added ('OK')	image/png	etag:%22f6ee895abd1f83a2d08f580b28667b1b%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/4_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/4_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/4.laser_module.html)
15:41:26	3420839/3420839	---M--	200	added ('OK')	image/jpeg	etag:%22451dff74f7863001a685e9f294f20518%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/3.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/3.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/3.7_color_flash.html)
15:41:26	115148/115148	---M--	200	added ('OK')	image/png	etag:%2235c725b3ccf3c087271d048a7b2907a8%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/5_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/5_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/5.ir_transmitters.html)
15:41:26	109591/109591	---M--	200	added ('OK')	image/png	etag:%2210d5ac32f717854f093e37c8b4c648c2%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/6_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/6_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/6.ir_receiver.html)
15:41:26	3629066/3629066	---M--	200	added ('OK')	image/jpeg	etag:%223629559ca0afa107f8b9571eb47dfb2b%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/4.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/4.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/4.laser_module.html)
15:41:27	133241/133241	---M--	200	added ('OK')	image/png	etag:%22b99f64eb36b2733b9f424921522083c9%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/7_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/7_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/7.dht11_module.html)
15:41:28	114983/114983	---M--	200	added ('OK')	image/png	etag:%229997cd7c2feaee3a4914c1509a257a65%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/8_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/8_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/8.double_color_led.html)
15:41:32	4017124/4017124	---M--	200	added ('OK')	image/jpeg	etag:%22a545a10ddcaa73137cb8b6c99fba4141%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/7.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/7.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/7.dht11_module.html)
15:41:32	3681471/3681471	---M--	200	added ('OK')	image/jpeg	etag:%22cf8eba6f0e9007b3801e09927c72d41b%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/5.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/5.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/5.ir_transmitters.html)
15:41:32	4106358/4106358	---M--	200	added ('OK')	image/jpeg	etag:%221fb0b05e7f7a023cb09fc354818e2658%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/6.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/6.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/6.ir_receiver.html)
15:41:32	130253/130253	---M--	200	added ('OK')	image/png	etag:%2282b84fb868b92165f0e0cc78fcd78238%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/9_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/9_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/9.mini_double_color_led.html)
15:41:33	162474/162474	---M--	200	added ('OK')	image/png	etag:%226de5621cebfe78cb247d189ee7c422f4%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/10_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/10_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/10.light_cup.html)
15:41:33	4024131/4024131	---M--	200	added ('OK')	image/jpeg	etag:%22899590c6090fb1c9b79d8758bea60426%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/8.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/8.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/8.double_color_led.html)
15:41:33	124049/124049	---M--	200	added ('OK')	image/png	etag:%22876327866eedf0d524a53b5e6f7113d9%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/11_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/11_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/11.active_buzzer.html)
15:41:34	107209/107209	---M--	200	added ('OK')	image/png	etag:%2269dcbfa3318c5cf419023de4742b2b74%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/12_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/12_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/12.passtive_buzzer.html)
15:41:36	3974199/3974199	---M--	200	added ('OK')	image/jpeg	etag:%22d5b08872b8d9c5e5d35be8bc74d2e581%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/10.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/10.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/10.light_cup.html)
15:41:36	3898097/3898097	---M--	200	added ('OK')	image/jpeg	etag:%22a0a90b665e556becba23b073a7ffc8e7%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/9.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/9.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/9.mini_double_color_led.html)
15:41:36	121490/121490	---M--	200	added ('OK')	image/png	etag:%22f968fdbdfda6c3180495a05c01913795%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/13_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/13_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/13.analog_temperature.html)
15:41:36	4337337/4337337	---M--	200	added ('OK')	image/jpeg	etag:%22bfcee9d20fa24f7fa7349a8ac4432297%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/11.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/11.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/11.active_buzzer.html)
15:41:36	3851899/3851899	---M--	200	added ('OK')	image/jpeg	etag:%22a99fb88027b256c42a8b76126f3d1f38%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/12.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/12.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/12.passtive_buzzer.html)
15:41:37	115208/115208	---M--	200	added ('OK')	image/png	etag:%22cf3a230767f5930ccbd4bdfd8fe6576e%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/14_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/14_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/14.photoresistor_module.html)
15:41:37	116082/116082	---M--	200	added ('OK')	image/png	etag:%2219d014a16e12e91c0c2a4c1854713dcf%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/15_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/15_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/15.ds18b20_sensor.html)
15:41:38	123475/123475	---M--	200	added ('OK')	image/png	etag:%2273779cc7ffdd0874158acd10a274a256%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/16_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/16_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/16.shock_sensor.html)
15:41:39	4648418/4648418	---M--	200	added ('OK')	image/jpeg	etag:%22a6829b69c21b0f60ccb21a43e7894c78%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/14.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/14.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/14.photoresistor_module.html)
15:41:39	4294751/4294751	---M--	200	added ('OK')	image/jpeg	etag:%2280d6eefd93f1ab3fc63bb250c3408787%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/15.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/15.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/15.ds18b20_sensor.html)
15:41:39	103288/103288	---M--	200	added ('OK')	image/png	etag:%225259ea7e51609424c77dd705d6633904%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/17_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/17_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/17.pulse_rate_monitor.html)
15:41:40	106900/106900	---M--	200	added ('OK')	image/png	etag:%223e07490c25c8b537f45c6a6db330e1fb%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/18_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/18_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/18.button.html)
15:41:47	3716603/3716603	---M--	200	added ('OK')	image/jpeg	etag:%2292e11addb1ceef5f6f1e83124cc4e18a%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/13.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/13.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/13.analog_temperature.html)
15:41:47	3804988/3804988	---M--	200	added ('OK')	image/jpeg	etag:%22289de527b766c95f7b59ef9929eff7c7%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/16.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/16.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/16.shock_sensor.html)
15:41:47	3597028/3597028	---M--	200	added ('OK')	image/jpeg	etag:%22f4f76ad749e358a081d6cfbd269c56f7%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/17.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/17.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/17.pulse_rate_monitor.html)
15:41:47	124681/124681	---M--	200	added ('OK')	image/png	etag:%2211e36fefa714d618bdea6af27b884054%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/19_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/19_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/19.rotary_encoder.html)
15:41:48	142026/142026	---M--	200	added ('OK')	image/png	etag:%220bbfebf57323d6b33265dda4dfb391c6%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/20_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/20_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/20.Joystick.html)
15:41:48	3693753/3693753	---M--	200	added ('OK')	image/jpeg	etag:%224027cdfa263b4fe3470a6894aecbd649%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/18.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/18.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/18.button.html)
15:41:49	117669/117669	---M--	200	added ('OK')	image/png	etag:%22fe40149ea49837a92fd8375cfc84e339%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/21_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/21_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/21.tilt_switch.html)
15:41:49	3859337/3859337	---M--	200	added ('OK')	image/jpeg	etag:%22afc2eda6029a75954e1029f527bb9a82%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/19.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/19.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/19.rotary_encoder.html)
15:41:50	113524/113524	---M--	200	added ('OK')	image/png	etag:%222466dc9000cf3d4e32bc815e3035675c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/22_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/22_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/22.ky-035_hall_sensor.html)
15:41:50	3897421/3897421	---M--	200	added ('OK')	image/jpeg	etag:%227d1deca33845cbcf20de28fabae07cda%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/20.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/20.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/20.Joystick.html)
15:41:50	125097/125097	---M--	200	added ('OK')	image/png	etag:%221e0cb0c3f5ea72b46dd0badddc72f5a7%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/23_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/23_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/23.tap_module.html)
15:41:50	3415779/3415779	---M--	200	added ('OK')	image/jpeg	etag:%22f2a4e76df08b6283414bc69b80e4af6c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/21.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/21.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/21.tilt_switch.html)
15:41:51	3473218/3473218	---M--	200	added ('OK')	image/jpeg	etag:%22f7db93c36b641c7a733aa55625dcc98c%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/22.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/22.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/22.ky-035_hall_sensor.html)
15:41:51	118116/118116	---M--	200	added ('OK')	image/png	etag:%2234842bc2277a8709f990cd8db3b9a3cb%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/24_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/24_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/24.ky-003_hall_sensor.html)
15:41:52	121847/121847	---M--	200	added ('OK')	image/png	etag:%22b5e3c956d29c0e292c22d29e4e751f25%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/25_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/25_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/25.mercury_tilt_switch.html)
15:41:53	107531/107531	---M--	200	added ('OK')	image/png	etag:%2259ef4efe87134204acde3bfc82f26d6a%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/26_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/26_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/26.reed_switch.html)
15:41:53	3550336/3550336	---M--	200	added ('OK')	image/jpeg	etag:%220f666c14026a1d4db440ac4530bb4300%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/24.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/24.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/24.ky-003_hall_sensor.html)
15:41:53	3084712/3084712	---M--	200	added ('OK')	image/jpeg	etag:%22aad73e74fe3daa545a17d63b1feb8eb7%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/23.jpg	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/23.jpg	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/23.tap_module.html)
15:41:54	101144/101144	---M--	200	added ('OK')	image/png	etag:%228a1c7b8ae7da9c858abfe019080f2434%22	https://45-in-1-sensor-kit.readthedocs.io/en/latest/_images/27_bb.png	C:/Moje%20Strony%20Web/Pierwszy/45-in-1-sensor-kit.readthedocs.io/en/latest/_images/27_bb.png	(from https://45-in-1-sensor-kit.readthedocs.io/en/latest/27.photo_interrupter_module.html)
